t_epoch_s,dt_ms,hz,x_mm,y_mm,z_mm,rz_deg,ry_deg,rx_deg
956301682.256900,67.165,14.89,-95.535,545.029,37.555,-101.536,0.148,179.893
956301682.323957,67.057,14.91,-95.535,545.029,37.555,-101.536,0.148,179.893
956301682.391121,67.164,14.89,-95.535,545.029,37.555,-101.536,0.148,179.893
956301682.458497,67.376,14.84,-95.535,545.029,37.555,-101.536,0.148,179.893
956301682.525676,67.179,14.89,-95.535,545.029,37.555,-101.536,0.148,179.893
956301682.592843,67.167,14.89,-95.535,545.029,37.555,-101.536,0.148,179.893
956301803.118973,0.000,0.00,-126.996,512.531,65.759,-90.000,0.010,179.999
956301803.190696,71.723,13.94,-126.996,512.531,65.759,-90.000,0.010,179.999
956301803.258049,67.353,14.85,-125.908,513.836,65.204,-90.178,0.010,179.999
956301803.325109,67.060,14.91,-125.297,514.564,64.887,-90.276,0.010,179.999
956301803.392258,67.149,14.89,-123.542,516.318,63.736,-90.461,0.010,179.999
956301803.459311,67.053,14.91,-122.331,517.528,62.940,-90.589,0.010,179.999
956301803.526520,67.209,14.88,-121.292,518.565,61.903,-90.723,0.010,179.999
956301803.593579,67.059,14.91,-119.483,520.373,60.095,-90.957,0.010,179.999
956301803.660764,67.185,14.88,-119.090,520.767,59.699,-91.022,0.010,179.999
956301803.727763,66.999,14.93,-117.225,522.633,57.836,-91.377,0.011,179.999
956301803.794939,67.176,14.89,-116.330,523.527,56.940,-91.547,0.010,179.999
956301803.862100,67.161,14.89,-115.033,524.824,55.643,-91.851,0.010,179.999
956301803.929193,67.093,14.90,-113.381,526.478,53.992,-92.239,0.011,179.999
956301803.996318,67.125,14.90,-112.885,526.968,53.496,-92.376,0.010,179.999
956301804.063454,67.136,14.90,-110.965,528.889,51.576,-92.918,0.010,179.999
956301804.130605,67.151,14.89,-110.315,529.537,50.924,-93.104,0.010,179.999
956301804.197868,67.263,14.87,-108.802,531.047,49.410,-93.689,0.010,179.999
956301804.265004,67.136,14.90,-107.338,532.510,47.946,-94.255,0.010,179.999
956301804.332147,67.143,14.89,-106.610,533.236,47.220,-94.597,0.010,179.999
956301804.399285,67.138,14.89,-104.702,535.144,45.310,-95.495,0.010,179.999
956301804.466425,67.140,14.89,-104.243,535.602,44.853,-95.721,0.010,179.999
956301804.533561,67.136,14.90,-102.513,537.333,43.125,-96.734,0.011,179.999
956301804.600631,67.070,14.91,-101.331,538.513,41.942,-97.426,0.010,179.999
956301804.667769,67.138,14.89,-101.487,538.656,42.075,-97.495,0.009,179.947
956301804.734866,67.097,14.90,-101.571,538.786,42.120,-97.627,0.028,179.918
956301804.801992,67.126,14.90,-101.571,538.786,42.120,-97.627,0.028,179.918
956301804.869062,67.070,14.91,-101.571,538.786,42.120,-97.627,0.028,179.918
956301804.936163,67.101,14.90,-101.571,538.786,42.120,-97.627,0.028,179.918
956301805.003325,67.162,14.89,-101.571,538.786,42.120,-97.627,0.028,179.918
956301805.070495,67.170,14.89,-101.571,538.786,42.120,-97.627,0.028,179.918
956301805.137536,67.041,14.92,-101.571,538.786,42.120,-97.627,0.028,179.918
956301805.204983,67.447,14.83,-101.571,538.786,42.120,-97.627,0.028,179.918
956301805.272120,67.137,14.89,-101.571,538.786,42.120,-97.627,0.028,179.918
956301805.339261,67.141,14.89,-101.571,538.786,42.120,-97.627,0.028,179.918
956301866.714435,0.000,0.00,-126.996,512.527,85.758,-90.000,0.010,180.000
956301890.490664,0.000,0.00,-126.996,512.527,85.758,-90.000,0.010,180.000
956301890.562563,71.899,13.91,-126.996,512.527,85.758,-90.000,0.010,180.000
956301890.629676,67.113,14.90,-126.193,513.518,85.964,-90.077,0.010,180.000
956301890.696678,67.002,14.92,-126.390,513.372,85.912,-90.144,0.010,180.000
956301890.763667,66.989,14.93,-128.648,511.225,85.327,-90.492,0.010,180.000
956301890.830753,67.086,14.91,-129.004,510.719,85.364,-90.671,0.010,180.000
956301890.898028,67.275,14.86,-128.542,509.296,86.914,-91.977,0.010,179.999
956301890.965101,67.073,14.91,-127.910,509.020,87.832,-92.624,0.010,180.000
956301891.032133,67.032,14.92,-126.734,508.520,89.540,-93.824,0.010,180.000
956301891.099324,67.191,14.88,-125.732,507.778,90.541,-94.491,0.010,180.000
956301891.166334,67.010,14.92,-123.841,506.376,92.435,-95.752,0.010,180.000
956301891.233420,67.086,14.91,-123.790,505.854,92.938,-96.117,0.010,179.999
956301891.300427,67.007,14.92,-124.085,503.553,95.019,-97.652,0.010,180.000
956301891.367457,67.030,14.92,-124.346,503.067,95.255,-97.975,0.010,179.999
956301891.434463,67.006,14.92,-126.576,500.837,95.292,-99.461,0.010,179.999
956301891.501494,67.031,14.92,-127.178,500.232,95.245,-99.864,0.009,179.999
956301891.568615,67.121,14.90,-128.884,498.527,93.667,-101.000,0.009,179.999
956301891.635595,66.980,14.93,-130.120,497.293,92.522,-101.824,0.009,180.000
956301891.702602,67.007,14.92,-131.072,496.339,91.570,-102.458,0.010,180.000
956301891.769667,67.065,14.91,-132.916,494.496,89.727,-103.688,0.010,179.999
956301891.836674,67.007,14.92,-133.305,494.104,89.337,-103.948,0.010,179.999
956301891.903919,67.245,14.87,-135.138,492.270,87.502,-105.189,0.010,180.000
956301891.971152,67.233,14.87,-136.121,491.288,86.522,-105.823,0.010,180.000
956301892.038324,67.172,14.89,-137.332,490.075,85.310,-106.631,0.010,180.000
956301892.105478,67.154,14.89,-139.043,488.363,83.598,-107.772,0.010,180.000
956301892.172809,67.331,14.85,-139.515,487.887,83.127,-108.086,0.010,180.000
956301892.240057,67.248,14.87,-141.456,485.946,81.186,-109.381,0.010,180.000
956301892.307387,67.330,14.85,-142.131,485.268,80.510,-109.831,0.010,180.000
956301892.374535,67.148,14.89,-143.619,483.778,79.021,-110.824,0.009,180.000
956301892.441534,66.999,14.93,-145.107,482.294,77.533,-111.815,0.010,180.000
956301892.508537,67.003,14.92,-145.754,481.643,76.886,-112.247,0.010,180.000
956301892.575650,67.113,14.90,-147.673,479.724,74.967,-113.527,0.010,180.000
956301892.642725,67.075,14.91,-148.198,479.230,74.483,-113.878,0.009,180.000
956301892.710070,67.345,14.85,-150.564,477.980,73.364,-115.454,0.010,180.000
956301892.777328,67.258,14.87,-151.217,477.769,73.128,-115.890,0.010,180.000
956301892.844589,67.261,14.87,-153.437,479.627,73.725,-117.369,0.010,180.000
956301892.911663,67.074,14.91,-154.153,480.230,73.943,-117.847,0.010,180.000
956301892.978723,67.060,14.91,-155.776,481.854,75.475,-118.930,0.010,180.000
956301893.045774,67.051,14.91,-157.114,483.194,76.740,-119.822,0.010,180.000
956301893.112778,67.004,14.92,-157.923,484.003,77.549,-120.362,0.010,180.000
956301893.179852,67.074,14.91,-159.813,485.892,79.440,-121.622,0.010,179.999
956301893.246837,66.985,14.93,-160.239,486.316,79.865,-121.906,0.010,180.000
956301893.313835,66.998,14.93,-162.017,488.095,81.646,-123.092,0.010,180.000
956301893.380906,67.071,14.91,-163.115,489.190,82.739,-123.823,0.009,-180.000
956301893.448027,67.121,14.90,-164.176,490.257,83.807,-124.535,0.009,180.000
956301893.515185,67.158,14.89,-165.957,492.051,85.601,-125.731,0.009,180.000
956301893.582362,67.177,14.89,-166.320,492.463,86.017,-126.008,0.009,180.000
956301893.649539,67.177,14.89,-167.939,494.453,88.006,-127.334,0.010,180.000
956301893.716736,67.197,14.88,-168.545,495.198,88.748,-127.831,0.009,180.000
956301893.784070,67.334,14.85,-169.927,496.939,90.025,-128.992,0.009,180.000
956301893.851135,67.065,14.91,-170.916,498.187,90.937,-129.824,0.009,-180.000
956301893.918249,67.114,14.90,-172.138,499.488,91.162,-130.691,0.009,180.000
956301893.985310,67.061,14.91,-173.734,501.184,91.454,-131.822,0.009,180.000
956301894.052508,67.198,14.88,-174.669,502.119,91.011,-132.120,0.009,180.000
956301894.119729,67.221,14.88,-176.646,504.095,90.071,-132.749,0.009,180.000
956301894.186886,67.157,14.89,-177.108,504.582,89.624,-132.709,0.009,-180.000
956301894.254090,67.204,14.88,-178.941,506.562,87.646,-132.372,0.009,-180.000
956301894.321426,67.336,14.85,-179.518,507.204,87.006,-132.259,0.010,180.000
956301894.388598,67.172,14.89,-179.938,509.063,85.144,-131.592,0.010,180.000
956301894.455719,67.121,14.90,-180.189,510.176,84.029,-131.192,0.009,180.000
956301894.522853,67.134,14.90,-179.281,511.549,82.656,-130.506,0.009,180.000
956301894.590320,67.467,14.82,-178.212,513.171,81.036,-129.696,0.009,180.000
956301894.657481,67.161,14.89,-177.516,513.867,80.337,-129.278,0.009,180.000
956301894.724641,67.160,14.89,-175.603,515.779,78.423,-128.135,0.009,180.000
956301894.791798,67.157,14.89,-175.129,516.252,77.952,-127.848,0.010,180.000
956301894.858919,67.121,14.90,-173.419,517.963,76.240,-126.688,0.010,180.000
956301894.926048,67.129,14.90,-172.208,519.174,75.027,-125.899,0.009,180.000
956301894.993034,66.986,14.93,-171.208,520.174,74.106,-125.233,0.010,180.000
956301895.060165,67.131,14.90,-169.363,522.016,72.404,-124.004,0.009,180.000
956301895.127286,67.121,14.90,-168.933,522.448,72.031,-123.717,0.010,180.000
956301895.194424,67.138,14.89,-166.965,524.415,70.360,-122.404,0.010,180.000
956301895.261533,67.109,14.90,-166.201,525.173,69.714,-121.896,0.010,179.999
956301895.328779,67.246,14.87,-164.706,526.669,68.534,-120.899,0.010,180.000
956301895.395888,67.109,14.90,-163.211,528.166,67.354,-119.902,0.010,180.000
956301895.463012,67.124,14.90,-162.371,529.000,66.708,-119.343,0.009,180.000
956301895.530239,67.227,14.87,-160.405,530.967,65.197,-118.032,0.009,180.000
956301895.597581,67.342,14.85,-159.975,531.397,64.846,-117.746,0.009,180.000
956301895.664747,67.166,14.89,-158.047,533.325,63.192,-116.459,0.010,180.000
956301895.732641,67.894,14.73,-157.203,534.167,62.470,-115.897,0.010,180.000
956301895.800047,67.406,14.84,-155.793,535.577,61.076,-114.974,0.010,180.000
956301895.867310,67.263,14.87,-154.231,537.141,59.532,-113.952,0.010,180.000
956301895.934376,67.066,14.91,-153.628,537.740,58.929,-113.589,0.009,180.000
956301896.001691,67.315,14.86,-151.706,539.663,57.006,-112.436,0.010,180.000
956301896.068937,67.246,14.87,-151.170,540.201,56.466,-112.115,0.010,180.000
956301896.136080,67.143,14.89,-149.535,541.834,54.836,-111.242,0.010,180.000
956301896.203227,67.147,14.89,-148.207,543.159,53.510,-110.532,0.010,180.000
956301896.270392,67.165,14.89,-147.427,543.935,52.731,-110.136,0.010,180.000
956301896.337517,67.125,14.90,-145.530,545.834,50.833,-109.172,0.009,180.000
956301896.404648,67.131,14.90,-145.075,546.286,50.451,-108.969,0.009,180.000
956301896.471809,67.161,14.89,-143.015,548.347,49.533,-108.380,0.010,180.000
956301896.538894,67.085,14.91,-142.190,549.168,49.174,-108.149,0.010,180.000
956301896.606187,67.293,14.86,-140.371,550.989,49.227,-108.083,0.010,180.000
956301896.673302,67.115,14.90,-139.208,552.152,49.262,-108.041,0.010,179.999
956301896.740440,67.138,14.89,-137.825,553.532,49.855,-108.369,0.010,179.999
956301896.807653,67.213,14.88,-136.212,555.147,50.549,-108.752,0.010,179.999
956301896.874690,67.037,14.92,-135.385,555.970,51.118,-109.139,0.010,179.999
956301896.942130,67.440,14.83,-133.374,557.981,52.511,-110.083,0.010,179.999
956301897.009318,67.188,14.88,-132.923,558.427,52.833,-110.346,0.010,180.000
956301897.076442,67.124,14.90,-130.896,560.457,54.315,-111.673,0.010,179.999
956301897.143572,67.130,14.90,-130.191,561.158,54.826,-112.132,0.010,179.999
956301897.210755,67.183,14.88,-128.491,562.857,55.730,-113.265,0.010,180.000
956301897.277847,67.092,14.90,-127.207,564.141,56.413,-114.122,0.009,180.000
956301897.345013,67.166,14.89,-125.963,565.383,56.750,-114.950,0.010,179.999
956301897.412092,67.079,14.91,-124.218,567.130,57.223,-116.115,0.009,179.999
956301897.479250,67.158,14.89,-123.430,567.917,57.235,-116.641,0.010,179.999
956301897.546380,67.130,14.90,-121.314,570.033,57.257,-118.051,0.010,179.999
956301897.613718,67.338,14.85,-120.790,570.556,57.130,-118.399,0.010,179.999
956301897.680834,67.116,14.90,-118.567,572.780,56.450,-119.882,0.010,179.999
956301897.748027,67.193,14.88,-118.021,573.267,56.259,-120.246,0.010,179.999
956301897.815060,67.033,14.92,-115.669,574.900,55.234,-121.814,0.010,179.999
956301897.882188,67.128,14.90,-115.054,575.231,54.953,-122.224,0.010,179.999
956301897.949318,67.130,14.90,-112.517,575.470,53.626,-123.915,0.010,179.999
956301898.016893,67.575,14.80,-111.922,575.368,53.299,-124.310,0.010,179.999
956301898.083963,67.070,14.91,-109.487,574.236,51.880,-125.935,0.010,179.999
956301898.151141,67.178,14.89,-108.985,573.912,51.586,-126.269,0.010,179.999
956301898.218226,67.085,14.91,-106.823,572.025,50.314,-127.710,0.010,179.999
956301898.285355,67.129,14.90,-106.163,571.440,49.927,-128.149,0.010,179.999
956301898.352449,67.094,14.90,-104.348,569.620,48.897,-129.361,0.010,179.999
956301898.419679,67.230,14.87,-103.204,568.477,48.248,-130.123,0.010,179.999
956301898.486815,67.136,14.90,-101.884,567.158,47.534,-131.002,0.010,179.999
956301898.554221,67.406,14.84,-100.212,565.484,46.628,-132.117,0.010,179.999
956301898.621529,67.308,14.86,-99.382,564.652,46.181,-132.672,0.010,179.999
956301898.688568,67.039,14.92,-97.349,562.617,45.083,-134.027,0.010,179.999
956301898.755799,67.231,14.87,-96.858,562.212,44.795,-134.354,0.010,179.999
956301898.822959,67.160,14.89,-94.552,560.489,43.381,-135.891,0.010,179.999
956301898.890564,67.605,14.79,-94.018,560.157,43.041,-136.247,0.010,179.999
956301898.957687,67.123,14.90,-91.645,559.237,41.423,-137.830,0.010,179.999
956301899.024802,67.115,14.90,-91.054,559.054,41.008,-138.224,0.010,179.999
956301899.091935,67.133,14.90,-88.651,558.859,39.188,-139.827,0.010,179.999
956301899.159062,67.127,14.90,-88.059,558.841,38.730,-140.220,0.010,179.999
956301899.226122,67.060,14.91,-85.758,559.213,36.815,-141.754,0.010,179.999
956301899.293181,67.059,14.91,-85.123,559.332,36.280,-142.177,0.010,179.999
956301899.360463,67.282,14.86,-83.054,560.094,34.394,-143.558,0.010,179.999
956301899.427448,66.985,14.93,-82.197,560.408,33.611,-144.129,0.010,179.999
956301899.494491,67.043,14.92,-80.525,561.318,31.938,-145.243,0.010,179.999
956301899.561615,67.124,14.90,-79.206,562.034,30.618,-146.122,0.010,179.999
956301899.628861,67.246,14.87,-78.109,562.689,29.522,-146.853,0.010,179.999
956301899.695977,67.116,14.90,-76.254,563.796,27.666,-148.090,0.010,179.999
956301899.763132,67.155,14.89,-75.653,564.152,27.065,-148.493,0.010,179.999
956301899.830349,67.217,14.88,-73.547,565.401,24.958,-149.897,0.010,179.999
956301899.897361,67.012,14.92,-73.073,565.696,24.483,-150.212,0.010,179.999
956301899.964483,67.122,14.90,-71.146,567.078,22.558,-151.497,0.010,179.999
956301900.031626,67.143,14.89,-70.208,567.748,21.621,-152.122,0.010,179.999
956301900.098806,67.180,14.89,-68.895,568.726,20.308,-152.997,0.010,179.999
956301900.165988,67.182,14.88,-67.226,569.976,18.637,-154.111,0.010,179.999
956301900.233048,67.060,14.91,-66.505,570.451,17.919,-154.591,0.010,179.999
956301900.300216,67.168,14.89,-64.454,571.815,15.867,-155.959,0.010,179.999
956301900.367410,67.194,14.88,-64.024,571.920,15.438,-156.245,0.010,179.999
956301900.434497,67.087,14.91,-62.251,571.359,13.664,-157.427,0.010,179.999
956301900.501626,67.129,14.90,-62.208,571.344,13.622,-157.455,0.010,179.999
956301900.568705,67.079,14.91,-62.121,571.065,13.499,-157.549,0.019,-179.933
956301900.635958,67.253,14.87,-62.118,571.065,13.498,-157.549,0.019,-179.932
956301900.702990,67.032,14.92,-62.102,571.066,13.498,-157.551,0.019,-179.932
956301900.770032,67.042,14.92,-62.127,571.064,13.498,-157.548,0.019,-179.932
956301900.837050,67.018,14.92,-62.113,571.065,13.498,-157.549,0.019,-179.932
956301900.904227,67.177,14.89,-62.122,571.064,13.498,-157.549,0.019,-179.932
956301900.971296,67.069,14.91,-62.116,571.065,13.498,-157.549,0.019,-179.932
956301901.038449,67.153,14.89,-62.118,571.065,13.498,-157.549,0.019,-179.932
956301901.105572,67.123,14.90,-62.118,571.065,13.498,-157.549,0.019,-179.932
956301901.172712,67.140,14.89,-62.116,571.065,13.498,-157.549,0.019,-179.932
956301960.366394,0.000,0.00,-126.996,512.532,65.760,-90.000,0.010,179.999
956301960.438681,72.287,13.83,-126.996,512.532,65.760,-90.000,0.010,179.999
956301960.506206,67.525,14.81,-125.880,513.871,65.190,-90.182,0.010,179.999
956301960.573544,67.338,14.85,-125.291,514.573,64.884,-90.276,0.011,179.999
956301960.641233,67.689,14.77,-123.480,516.382,63.696,-90.468,0.010,179.999
956301960.708551,67.318,14.85,-122.331,517.530,62.941,-90.589,0.010,179.999
956301960.776029,67.478,14.82,-121.206,518.654,61.817,-90.734,0.011,179.999
956301960.843415,67.386,14.84,-119.442,520.416,60.052,-90.962,0.011,179.999
956301960.911050,67.635,14.79,-118.983,520.875,59.595,-91.042,0.011,179.999
956301960.978394,67.344,14.85,-117.083,522.779,57.692,-91.404,0.011,179.999
956301961.045707,67.313,14.86,-116.324,523.535,56.936,-91.549,0.011,179.999
956301961.113405,67.698,14.77,-114.889,524.969,55.499,-91.886,0.011,179.999
956301961.181005,67.600,14.79,-113.348,526.511,53.956,-92.249,0.010,179.999
956301961.248352,67.347,14.85,-112.724,527.132,53.334,-92.425,0.011,179.999
956301961.315676,67.324,14.85,-110.775,529.080,51.387,-92.977,0.011,179.999
956301961.383458,67.782,14.75,-110.272,529.582,50.883,-93.126,0.011,179.999
956301961.451271,67.813,14.75,-108.571,531.281,49.182,-93.789,0.011,179.999
956301961.518644,67.373,14.84,-107.332,532.519,47.941,-94.272,0.010,179.999
956301961.586244,67.600,14.79,-106.409,533.441,47.019,-94.709,0.011,179.999
956301961.653555,67.311,14.86,-104.551,535.298,45.165,-95.588,0.011,179.999
956301961.721240,67.685,14.77,-104.144,535.704,44.757,-95.802,0.011,179.999
956301961.788565,67.325,14.85,-102.312,537.536,42.923,-96.882,0.011,179.999
956301961.856265,67.700,14.77,-101.331,538.516,41.943,-97.459,0.011,179.999
956301961.924009,67.744,14.76,-100.090,539.754,40.701,-98.271,0.011,179.999
956301961.992025,68.016,14.70,-98.390,541.455,39.001,-99.385,0.011,179.999
956301962.059375,67.350,14.85,-97.886,541.954,38.498,-99.720,0.011,179.999
956301962.127020,67.645,14.78,-96.028,543.814,36.639,-100.959,0.011,179.999
956301962.194418,67.398,14.84,-95.822,544.019,36.432,-101.096,0.010,179.999
956301962.261580,67.162,14.89,-96.042,544.255,37.858,-101.185,0.059,179.910
956301962.328877,67.297,14.86,-96.042,544.257,37.859,-101.185,0.059,179.910
956301962.396095,67.218,14.88,-96.042,544.259,37.860,-101.185,0.059,179.910
956301962.463438,67.343,14.85,-96.042,544.259,37.860,-101.185,0.059,179.910
956301962.530682,67.244,14.87,-96.042,544.261,37.861,-101.185,0.059,179.910
956301962.598100,67.418,14.83,-96.042,544.261,37.861,-101.185,0.059,179.910
956301962.665304,67.204,14.88,-96.042,544.261,37.861,-101.185,0.059,179.910
956301962.732597,67.293,14.86,-96.042,544.261,37.861,-101.185,0.059,179.910
956301962.800047,67.450,14.83,-96.042,544.262,37.861,-101.185,0.060,179.910
956301962.867237,67.190,14.88,-96.042,544.262,37.861,-101.185,0.060,179.910
956302070.048105,0.000,0.00,-126.996,512.530,65.759,-90.000,0.010,180.000
956302070.119244,71.139,14.06,-126.996,512.530,65.759,-90.000,0.010,180.000
956302070.186515,67.271,14.87,-125.838,513.836,65.368,-90.175,0.010,179.999
956302070.253714,67.199,14.88,-125.189,514.564,65.143,-90.270,0.010,179.999
956302070.320915,67.201,14.88,-123.436,516.472,64.223,-90.366,0.011,179.999
956302070.388086,67.171,14.89,-122.415,517.529,63.710,-90.419,0.010,179.999
956302070.459250,71.164,14.05,-120.989,518.952,62.420,-90.528,0.010,180.000
956302070.526448,67.198,14.88,-119.431,520.513,61.010,-90.647,0.011,180.000
956302070.593591,67.143,14.89,-118.807,521.134,60.387,-90.740,0.011,180.000
956302070.660791,67.200,14.88,-116.885,523.056,58.465,-91.031,0.011,179.999
956302070.727973,67.182,14.88,-116.355,523.585,57.939,-91.114,0.011,179.999
956302070.795141,67.168,14.89,-114.683,525.256,56.265,-91.472,0.011,179.999
956302070.862296,67.155,14.89,-113.415,526.523,54.995,-91.743,0.010,179.999
956302070.929639,67.343,14.85,-112.521,527.417,54.102,-91.999,0.011,179.999
