method,trial,noise_sigma_mm,status,calibration_pose_count,heldout_pose_count,heldout_translation_error_mm,heldout_rotation_error_deg,camera_pose_translation_error_mm,camera_pose_rotation_error_deg,pairwise_registration_translation_error_mm,pairwise_registration_rotation_error_deg,heldout_reprojection_rmse_px,cam0_camera_pose_translation_error_mm,cam0_camera_pose_rotation_error_deg,cam0_heldout_translation_error_mm,cam0_heldout_rotation_error_deg,cam0_heldout_reprojection_rmse_px,cam1_camera_pose_translation_error_mm,cam1_camera_pose_rotation_error_deg,cam1_heldout_translation_error_mm,cam1_heldout_rotation_error_deg,cam1_heldout_reprojection_rmse_px,cam3_camera_pose_translation_error_mm,cam3_camera_pose_rotation_error_deg,cam3_heldout_translation_error_mm,cam3_heldout_rotation_error_deg,cam3_heldout_reprojection_rmse_px,wrist_camera_pose_translation_error_mm,wrist_camera_pose_rotation_error_deg,wrist_heldout_translation_error_mm,wrist_heldout_rotation_error_deg,wrist_heldout_reprojection_rmse_px
tsai,0,0.0,ok,10,4,3.635427907876276e-06,1.0194742941662941e-07,4.580953101390789e-06,8.605894530747405e-08,2.9406631731429404e-06,8.872327302319046e-08,1.9336536888083023e-06,6.101038136259645e-06,1.1518416918024255e-07,4.825166188751368e-06,1.3529117828745495e-07,1.915910871306585e-06,6.2897607271056875e-06,1.1622735937780987e-07,5.101239091653403e-06,1.3810179887517825e-07,2.4611770254279094e-06,5.933013388912644e-06,1.1282422936397063e-07,4.6153060048340605e-06,1.3439671476368118e-07,2.286473165310004e-06,1.5328517645723045e-13,2.3307873139066432e-14,3.462662730582246e-13,2.574020332687342e-14,3.740632420075751e-13
tsai,0,1.0,ok,10,4,1.2454247757015824,0.28036812970347325,1.9332809452983528,0.1736112545903725,1.9490973258444695,0.20722167022635776,2.5417155110523777,1.8523041084499459,0.12634526389785586,0.8722365937443881,0.2720957466342257,1.851458279085132,0.8885502138779395,0.16583229882675704,0.6926239461245067,0.1996395341945503,2.1503772519079973,3.9727126540951017,0.26556485624983917,2.7910400037498215,0.3901757918518418,2.3060927820834656,1.0195568047704247,0.1367025993870379,0.6257985591876131,0.2595614461332753,3.53145677478902
tsai,0,3.0,ok,10,4,4.27509381343111,0.913594524063565,6.295862034715825,0.6152528378423873,5.1284529431167885,0.7357933933732411,7.670368948638749,5.795745692002862,0.40106945629104257,2.6766083626865793,0.8296362989603272,5.5666070580323606,4.856424661575872,0.8953116010255828,3.9688661152890967,0.9192837474718838,6.6278927820550795,11.482843783226613,0.7624386246569125,8.563646305936128,1.1326890818227868,6.933732180315574,3.048434002057955,0.40219166939601114,1.8912544698126355,0.7727689679992624,10.599316978733523
tsai,0,5.0,ok,10,4,7.982553368412776,1.6433595679552921,11.239525655640724,1.1623198837336315,9.119058133155889,1.4607160599256666,12.871732404444602,10.069613660240337,0.710777300716631,4.598085866135124,1.408644280547632,9.304310377782382,11.458237063485852,2.065647280905274,9.547972596582085,2.062263223554974,11.58298338441536,18.367290934396078,1.21598817033332,14.609680384933995,1.8244474108374125,11.586243243854629,5.0629609644406255,0.6568667829793011,3.1744746259998964,1.27808335688115,17.559717478730597
tsai,1,0.0,ok,10,4,3.635427907876276e-06,1.0194742941662941e-07,4.580953101390789e-06,8.605894530747405e-08,2.9406631731429404e-06,8.872327302319046e-08,1.9336536888083023e-06,6.101038136259645e-06,1.1518416918024255e-07,4.825166188751368e-06,1.3529117828745495e-07,1.915910871306585e-06,6.2897607271056875e-06,1.1622735937780987e-07,5.101239091653403e-06,1.3810179887517825e-07,2.4611770254279094e-06,5.933013388912644e-06,1.1282422936397063e-07,4.6153060048340605e-06,1.3439671476368118e-07,2.286473165310004e-06,1.5328517645723045e-13,2.3307873139066432e-14,3.462662730582246e-13,2.574020332687342e-14,3.740632420075751e-13
tsai,1,1.0,ok,10,4,1.5811061593367681,0.28879052437690067,2.6984427892668146,0.2536952946851509,3.607528025184991,0.33931552245886226,2.556076892589372,3.823041185919861,0.28580754710303047,1.4583879191482179,0.32261576404544073,1.96420107223331,1.4430288998754233,0.25901951053476185,1.5056737470821555,0.27361991739681213,2.0698433099372098,2.4819157279030573,0.2698186184315086,0.7259356755060715,0.27331784446727114,1.9686303345491718,3.0457853433689164,0.20013550267130276,2.6344272956106276,0.2856085715980786,3.7571629921199676
tsai,1,3.0,ok,10,4,4.989509619555782,0.9299219777132179,8.029877879854022,0.8433915149826137,11.231187880432566,1.185917068340108,7.744813546646971,11.296930882809008,0.8338204295853854,4.149688372719806,0.9460991875479967,5.838286689484105,4.484982071920105,1.1406220920076486,5.7147744796366755,1.1002590740153138,6.62798313279114,7.180508650727114,0.787047880523022,2.1861372093290474,0.8100481098527087,5.894308141875378,9.15708991395986,0.6120756578143987,7.9074384165376,0.8632815394368526,11.276964447082213
tsai,1,5.0,ok,10,4,8.907839458283856,1.6818035645001084,13.847460957539333,1.5432826789016958,20.651602786766603,2.2471531146217045,13.104576092484786,18.54381312906191,1.353036820724555,6.5422410840234715,1.543308029832632,9.642887105465125,10.03464190586498,2.505765393460784,12.241644300621116,2.398793585590693,12.006691611207227,11.521596190873607,1.274934784432401,3.6664413664685362,1.335327189163801,9.805372334991947,15.289792604356835,1.0393937169890433,13.181031082022297,1.4497854534133063,18.8050104081782
tsai,2,0.0,ok,10,4,3.635427907876276e-06,1.0194742941662941e-07,4.580953101390789e-06,8.605894530747405e-08,2.9406631731429404e-06,8.872327302319046e-08,1.9336536888083023e-06,6.101038136259645e-06,1.1518416918024255e-07,4.825166188751368e-06,1.3529117828745495e-07,1.915910871306585e-06,6.2897607271056875e-06,1.1622735937780987e-07,5.101239091653403e-06,1.3810179887517825e-07,2.4611770254279094e-06,5.933013388912644e-06,1.1282422936397063e-07,4.6153060048340605e-06,1.3439671476368118e-07,2.286473165310004e-06,1.5328517645723045e-13,2.3307873139066432e-14,3.462662730582246e-13,2.574020332687342e-14,3.740632420075751e-13
tsai,2,1.0,ok,10,4,1.1880740803935708,0.34018512777566734,1.6100415605371683,0.23381852443183015,2.1443717542735468,0.3388819655591327,2.457923646682102,1.8431249915704844,0.20813256950914832,2.1564711677970516,0.335583810199684,1.8524675095132583,1.6150855529900128,0.22935546071623966,0.6299512691639703,0.3352569097730387,2.111703021930081,0.9603462374236844,0.08663009168306392,0.7801017834470577,0.25483588084688213,1.8322786670549822,2.021609460164491,0.4111559758188687,1.1857721011662035,0.4350639102830647,3.5940762333735354
