method,split,event_id,pair,translation_mm,rotation_deg,directed_corner_count,cross_view_pixel_sse,cross_view_reprojection_rmse_px,pixel_failure
shah,train,0,0-1,2.3548783003468605,0.20912912327131794,60,108.0427400725434,1.3419062316504793,
shah,train,0,0-2,10.558940552218617,0.9350038354010266,54,1364.7816982293011,5.02729899174442,
shah,train,0,0-3,0.54235370365664,0.07221030151021883,77,21.692825614736876,0.5307777387792331,
shah,train,0,1-2,5.4962595021767315,0.9013807079121756,26,576.0489938113816,4.706987415662696,
shah,train,0,1-3,1.5878770086277991,0.18489477185901976,49,80.29870347946299,1.2801363406298898,
shah,train,0,2-3,7.9168642712497075,0.9176641305871494,43,2065.9374446675656,6.93145416581067,
shah,train,1,0-1,1.869664732876275,0.08161338818653698,63,344.42774429259356,2.3381845633446883,
shah,train,1,0-2,2.069905494269028,0.21217851806634122,107,455.95198113295976,2.064275531156714,
shah,train,1,0-3,0.4879304198307911,0.08134781618975169,82,70.3989472586341,0.9265655654385788,
shah,train,1,1-2,3.846518861617663,0.1959155894059301,76,1289.8630875722545,4.11969449488841,
shah,train,1,1-3,1.9523963213090716,0.09947539398082827,51,361.0321958941947,2.660650797190802,
shah,train,1,2-3,2.5054374693197774,0.21009424791793635,95,717.0525000341075,2.7473480036192366,
shah,train,3,0-1,1.4241894896105052,0.15249754553791384,63,35.54672120331479,0.751154890747498,
shah,train,3,0-2,4.049836397167159,0.4776269940674265,110,144.08551439943597,1.144494784925709,
shah,train,3,0-3,0.508796703947779,0.04424203962859587,90,21.54166129918309,0.48923592694439916,
shah,train,3,1-2,4.679478436757127,0.4334541347802007,73,39.926152726978664,0.7395495919813003,
shah,train,3,1-3,1.2499760988650612,0.11559638870096303,53,29.739585197961926,0.7490822711946595,
shah,train,3,2-3,3.9343647170958427,0.44414549622743005,100,123.28923223041774,1.110356844579335,
shah,train,4,0-1,2.3656762710290837,0.15522484336336442,67,323.75445346472134,2.1982165548147234,
shah,train,4,0-2,2.237299558665634,0.34869322714571915,113,1330.920280606159,3.4319171873146175,
shah,train,4,0-3,0.1948293513998217,0.008067538679671093,90,28.63490532516379,0.5640617118046943,
shah,train,4,1-2,2.68418230484232,0.376769955721462,74,205.1842300015187,1.6651606123390583,
shah,train,4,1-3,2.382087740156071,0.15677996022003354,51,236.559484680916,2.153699437770567,
shah,train,4,2-3,3.206706286367675,0.34292861278526704,97,1095.0571684616975,3.3599477911716042,
shah,train,6,0-1,0.6400481431230611,0.12467670894215226,71,94.88091409516917,1.1560064458076613,
shah,train,6,0-2,3.6946516470412254,0.4673908828168524,114,517.1126467782447,2.1298065285213044,
shah,train,6,0-3,0.28839443087388705,0.013069379895063188,90,36.02640944065734,0.6326874727932631,
shah,train,6,1-2,4.211993037115168,0.45540050026895507,77,513.3817455425109,2.5821106476400244,
shah,train,6,1-3,1.349513985478459,0.1138174912962485,53,99.13867574826837,1.367677246960744,
shah,train,6,2-3,4.072245757532164,0.46312886345776966,96,155.82039420382998,1.274020842172488,
shah,train,7,0-2,2.8319653268096383,0.12575461459488163,109,1980.2197577184775,4.262294422084952,
shah,train,7,0-3,0.39889022575467203,0.03972439719594106,88,71.99623328437607,0.9045103728510706,
shah,train,7,2-3,2.301733050616139,0.1331552486172217,99,2694.604200356072,5.217108801435995,
shah,train,8,0-2,2.6755440022945547,0.25827919931664267,107,1795.209951777082,4.0960545773610475,
shah,train,8,0-3,0.2133529795981889,0.04724849633796727,90,48.903308866509704,0.7371364178473171,
shah,train,8,2-3,2.5637453262498724,0.22063007181522387,103,2456.390503099243,4.883487635532664,
shah,train,10,0-1,1.1464623584526055,0.11083522703042967,63,121.48898522206943,1.3886671994493494,
shah,train,10,0-2,4.29854843036168,0.5121182838915392,106,112.55175087564777,1.0304411533537365,
shah,train,10,0-3,0.4824751337196923,0.07377964416875284,86,21.733126575464638,0.502703465408097,
shah,train,10,1-2,3.871589244603526,0.5535875639827559,77,304.14961179867225,1.9874594230887621,
shah,train,10,1-3,1.3120608072909048,0.11803917235683171,57,110.50702835637739,1.3923791853248593,
shah,train,10,2-3,5.349178840578469,0.58397054389174,100,159.96205603327462,1.2647610684760764,
shah,train,11,0-1,0.5128678107347318,0.046047342335000865,68,68.48265272352995,1.0035426419288611,
shah,train,11,0-2,7.943819529149742,0.8229689204440036,114,2639.7093142917256,4.812000089589372,
shah,train,11,0-3,0.39839872738007986,0.03043687427875822,97,45.53861454862293,0.6851789934598016,
shah,train,11,1-2,9.209164625864876,0.8306170418795791,74,1611.2562941523704,4.666233353012016,
shah,train,11,1-3,0.8917895715144312,0.07264945578217906,57,87.65463999359793,1.240080925440783,
shah,train,11,2-3,6.388923753004966,0.8290049073416648,103,2069.9740285754847,4.482949389507782,
shah,train,13,0-1,0.9676603416337841,0.08579520231570009,61,173.48085919416906,1.6864010529467244,
shah,train,13,0-2,1.4129368597331056,0.27250186923917175,106,171.3634819067452,1.2714702598809566,
shah,train,13,0-3,0.19405257317357189,0.03310017002050237,85,39.26977323318641,0.6797038562161718,
shah,train,13,1-2,3.624980505439801,0.3055298379811985,75,699.0143647562084,3.052898873215878,
shah,train,13,1-3,1.4993457749361272,0.06705000929365813,54,206.62437514126725,1.9561128079512375,
shah,train,13,2-3,1.6207005356161899,0.2572013383274581,99,177.97426444747762,1.3407907528409548,
shah,train,14,0-1,1.1246387994464813,0.10376983039994274,61,55.058945505410435,0.950055611016072,
shah,train,14,0-2,5.363590509488323,0.4775510270431095,107,1134.9412235908635,3.256827800679535,
shah,train,14,0-3,0.8807127521077043,0.05194242381834405,90,67.502602256224,0.8660420971050105,
shah,train,14,1-2,2.7001744380874837,0.44038396278153136,74,297.9540735171937,2.0065907402559686,
shah,train,14,1-3,1.0538766224524514,0.1496385476168087,57,79.79952694014113,1.18321244952216,
shah,train,14,2-3,5.247865718372466,0.48358826248376224,103,1094.3769977048328,3.259604177686694,
shah,heldout,2,0-1,1.1724244477204389,0.06580638422224586,68,244.299652726319,1.8954265883588404,
shah,heldout,2,0-2,1.556021522604179,0.10509393150143577,114,344.4198807356197,1.738167720329849,
shah,heldout,2,0-3,0.18695753951119626,0.028635479871969956,94,34.07623442716905,0.6020906345426127,
shah,heldout,2,1-2,2.368320131728479,0.1589002871223467,74,1218.882507105793,4.058495439341945,
shah,heldout,2,1-3,1.3945175882729863,0.06305830512127379,54,224.05876899373465,2.0369674673020524,
shah,heldout,2,2-3,1.2695824461352514,0.12462193708996182,100,667.7991272606562,2.5841809674646554,
shah,heldout,5,0-1,1.4270626351971811,0.08304364260119797,57,194.00644760733456,1.8448907522799216,
shah,heldout,5,0-2,8.008448489978303,1.1299398050415566,103,4444.0087556613125,6.56853987385185,
shah,heldout,5,0-3,0.9329116356723977,0.06901367971397196,82,27.589784904486848,0.5800524041137424,
shah,heldout,5,1-2,6.127595706399909,1.2004505737205233,70,3404.178966036034,6.973602231718487,
shah,heldout,5,1-3,1.346039884574052,0.14515422611029735,49,193.45412375303346,1.986968379692702,
shah,heldout,5,2-3,9.517452668158139,1.0667290929338742,95,3428.21003889238,6.007197471535712,
shah,heldout,9,0-1,1.3914150749198506,0.12639333946679654,60,52.68583164019165,0.9370684041217024,
shah,heldout,9,0-2,2.8408938765623124,0.3298045797377597,106,110.93238543185124,1.0230014359893795,
shah,heldout,9,0-3,0.23758443754700845,0.10716368624943398,85,24.01376044521776,0.5315212401844989,
shah,heldout,9,1-2,4.361870332846067,0.43659460435967146,74,151.30907277484764,1.429936082368755,
shah,heldout,9,1-3,2.565450236884575,0.22218777646853488,53,46.92373072183386,0.9409322025767435,
shah,heldout,9,2-3,2.5036074805636015,0.27569911594643864,99,156.45847261885626,1.257135081171343,
shah,heldout,12,0-1,1.6342668590865868,0.19372578768460266,66,29.439218678256292,0.6678688253335142,
shah,heldout,12,0-2,0.9620124228656719,0.25616732371069556,106,328.9854896979703,1.7617141355123058,
