method,split,event_id,camera,chain_translation_mm,chain_rotation_deg,corner_count,pixel_sse,reprojection_rmse_px,pixel_failure
shah,heldout,4,0,2.0129683772312683,0.22958760672536918,16,14.08021096107288,0.9380901796027155,
shah,heldout,10,0,0.6892612683434431,0.15009633488288876,13,22.41223351696929,1.3130186452765216,
shah,heldout,14,0,0.6012023220211326,0.271286303122782,13,46.73695722143275,1.896088224607396,
shah,train,0,0,1.6477122553209995,0.2186538037360069,10,11.97716921848739,1.0944025410463643,
shah,train,1,0,0.7861913432652987,0.24522023783839828,6,4.813173099638381,0.8956536811772712,
shah,train,2,0,1.4208763399579334,0.10768958118716788,10,11.846477032481058,1.0884152255679382,
shah,train,5,0,1.3415840087351654,0.27723406604845835,10,5.169284755374228,0.7189773817982196,
shah,train,8,0,0.592966541984757,0.23115640141909297,7,3.3969073677678914,0.6966150164256429,
shah,train,9,0,0.5802672805849318,0.15238456073456838,4,4.1835464376263705,1.022685977906509,
shah,train,11,0,0.6245072542353541,0.17035162722711084,9,11.770995559909545,1.1436294835065703,
shah,train,12,0,0.6644179300780173,0.09632486376046685,12,17.898853013344684,1.2212989332859463,
shah,train,13,0,0.4132201075068826,0.12516478087457503,12,23.51689606631206,1.3999076179731784,
shah,train,15,0,1.5164025253776312,0.23596290493034472,13,69.5789724844387,2.313488416363724,
shah,train,16,0,1.1335140194647233,0.2661989757664552,14,32.53933429386184,1.5245452318141546,
shah,heldout,4,1,1.777278847847313,1.2940926493563822,22,349.0577968064742,3.983247857114012,
shah,heldout,10,1,2.528793065469434,0.4934714843966867,15,30.455257072555227,1.4249036709559288,
shah,heldout,14,1,2.3826745458634946,0.48169002823338225,12,43.44885545023611,1.9028236792163227,
shah,train,0,1,6.091781695302317,0.8393122727657063,16,480.13026894187294,5.477968766693277,
shah,train,1,1,5.82747696125809,0.5635340805531721,22,983.3913095728694,6.685776318467809,
shah,train,2,1,4.441603089816509,0.7108654759287837,24,449.6493655507576,4.328439699393024,
shah,train,5,1,7.450293447800789,2.0041027504736806,20,368.3877101051198,4.291781157661233,
